Video ID,Title,Description,Category,Duration (seconds),Publish Date,Publish Time (24h),Views,Likes,Comments,Default Audio Language,Channel Title,Channel Subscribers,Total Videos Posted,Channel Views,Channel Creation Date,Channel Country,Title Length,Hashtag Count,Description Present,Duration Category,Day of Week,Month,Quarter,Year,Video Age (days),Engagement Rate,Channel Title Length,Channel Size,Average Video Views,Channel Age (days),Category Definition,Audio Language Name,Channel Country Name,Publish Hour,Time of Day,Sentiment Polarity,Sentiment Category
zYthHxlerrM,10 Psychology Careers To Know About,"Are you thinking of a psychology career? Psychology is actually a pretty broad discipline, and you can pursue all kinds of amazing ...",27,403,2020-09-18,09:11:47,498286,20517,1056,en-GB,Psych2Go,12500000,3245,1883886098,2014-10-05,US,35,0,Yes,Medium,Friday,September,3,2020,1584,4.32944132486162,8,10M+,580550.41540832,3759,Education,English (British),United States,9,Morning,0.0,Neutral
wTTxj-RaRO0,Everything We Dont Know About the Mind,"Let our sponsor, BetterHelp, connect you to a therapist who can support you - all from the comfort of your own home.",24,10496,2024-10-18,18:14:55,391535,10905,421,en-US,Aperture,2380000,424,202946999,2017-07-01,US,38,0,Yes,Very Long,Friday,October,4,2024,93,2.89271712618284,8,<10M,478648.582547169,2759,Entertainment,English (American),United States,18,Evening,0.0,Neutral
chK7BqEqN7M,How Squid Game Uses Your Own Psychology Against You,Squid Game season 2 is finally here! I thought it would be fun to do an episode that explores the psychology of the first Squid ...,27,534,2024-12-27,10:02:06,73164,3076,202,en-US,Psychology of Living,2550,101,128141,2021-09-11,US,51,0,Yes,Medium,Friday,December,4,2024,23,4.48034552512164,20,<100k,1268.72277227722,1226,Education,English (American),United States,10,Morning,0.0999999999999999,Positive
7sxpKhIbr0E,The psychology of self-motivation | Scott Geller | TEDxVirginiaTech,Never miss a talk! SUBSCRIBE to the TEDx channel: http://bit.ly/1FAg8hB Scott Geller is Alumni Distinguished Professor at ...,29,954,2013-12-05,20:41:37,12332270,182562,3125,en-US,TEDx Talks,42300000,228098,8199750579,2009-06-23,Unknown,67,0,Yes,Medium,Thursday,December,4,2013,4063,1.50570008603444,10,10M+,35948.366837938,5689,Nonprofits & Activism,English (American),Unknown,20,Evening,0.0,Neutral
E4mWEaxUpP4,Introduction to Psychology,"It's time to learn about the mind! This is actually not the same as the brain, which we learned about in the biopsychology series.",27,296,2021-10-22,14:52:22,110521,3315,136,en,Professor Dave Explains,3540000,1666,367605762,2015-01-01,US,26,0,Yes,Short,Friday,October,4,2021,1185,3.12248350992119,23,<10M,220651.717887154,3671,Education,English,United States,14,Afternoon,0.0,Neutral
g0LRsCU7Bjg,Become A MASTER MANIPULATOR | 7 DARK Manipulation Techniques | WATCH NOW,"Get 50% OFF on KukuFM's 1st Month subscription!! Only at Rs 49 instead of Rs 99 (Use my code ""VKYT50"") Download link ...",28,416,2024-01-13,05:04:16,1093608,75144,2689,en-IN,Vaibhav Kadnar,6440000,842,1579892215,2016-11-10,IN,72,0,Yes,Medium,Saturday,January,1,2024,372,7.11708400084856,14,<10M,1876356.54988123,2992,Science & Technology,English (Indian),India,5,Night,-0.15,Negative
jdhj8N9nwBo,31 Interesting Psychological Facts About Human Behavior|Psychology says|,31 Interesting Psychological Facts About Human Behavior|Psychology says|#HumanBehaviour #PsychologyFacts #Psychology ...,24,275,2023-06-20,22:11:51,316197,0,115,en-US,PsycheWisdom,4420,258,618616,2023-04-08,US,72,0,Yes,Short,Tuesday,June,2,2023,579,0.0363697315281296,12,<100k,2397.73643410852,652,Entertainment,English (American),United States,22,Night,0.166666666666666,Positive
AcaKAI9uuSA,হিউম্যান সাইকোলজি: কিছু জানা কিছু অজানা | Psychology Of Human Behavior | Human Psychology | Somoy TV,Psychology_of_human_behavior #psychology #facts #psychologicalfacts #humanbehavior #personality #psychologyfacts ...,22,455,2022-08-29,07:15:00,1611088,59892,953,en,SOMOY TV,26100000,225672,18214136087,2015-10-21,US,100,0,Yes,Medium,Monday,August,3,2022,874,3.7766403821516805,8,10M+,80710.6601040448,3378,People & Blogs,English,United States,7,Morning,0.0,Neutral
gtQGfFj8iTY,The Psychology of Numbers,"Numbers do not merely have a quantitative nature, but also a qualitative one (for Pythagoras they were divine). Numbers have life ...",27,3216,2024-01-11,16:18:48,1203218,29255,1136,en-GB,Eternalised,971000,164,61456918,2019-11-10,ES,25,0,Yes,Long,Thursday,January,1,2024,374,2.5258099529761,11,<1M,374737.304878048,1897,Education,English (British),Spain,16,Afternoon,0.0,Neutral
tPTjhjFO_ss,Day in the Life of a Psychology Major,Get into your dream school: https://nextadmit.com/roadmap/,27,30,2022-04-16,17:58:31,2431984,167958,736,Unknown,Gohar Khan,6010000,610,3760560938,2013-09-22,Unknown,37,0,Yes,Very Short,Saturday,April,2,2022,1009,6.93647655576681,10,<10M,6164853.99672131,4137,Education,Unknown,Unknown,17,Afternoon,0.0625,Positive
YEL9posxDS4,Psychology of Money in 16 Minutes | Vaibhav Kadnar,Start Investing in Crypto using CoinSwitch now: https://app.adjust.com/1j63fq42 Disclaimer : Crypto products and NFTs are ...,28,992,2025-01-13,14:06:34,39695,3645,844,en-IN,Vaibhav Kadnar,6440000,842,1579892215,2016-11-10,IN,50,0,Yes,Medium,Monday,January,1,2025,6,11.3087290590754,14,<10M,1876356.54988123,2992,Science & Technology,English (Indian),India,14,Afternoon,0.0,Neutral
z5W74QC3v2I,Morgan Housel: Understand &amp; Apply the Psychology of Money to Gain Greater Happiness,"In this episode, my guest is Morgan Housel, an expert in private wealth generation and management and author of the bestselling ...",28,8136,2024-12-02,13:01:19,519278,10288,585,en,Andrew Huberman,6460000,299,396274028,2013-04-21,US,87,0,Yes,Very Long,Monday,December,4,2024,48,2.09386879474963,15,<10M,1325331.19732441,4291,Science & Technology,English,United States,13,Afternoon,0.6,Positive
TY8KRlP_30Q,HOW TO READ PEOPLE LIKE A BOOK *psychology 101*,"main channel @simonesquared If you think you may be struggling with OCD, visit https://learn.nocd.com/simonesimmons to book ...",22,621,2024-12-05,13:36:45,65221,3668,98,Unknown,simonesimmo,333000,47,6642959,2022-10-16,Unknown,47,0,Yes,Medium,Thursday,December,4,2024,45,5.7742138268349095,11,<1M,141339.553191489,826,People & Blogs,Unknown,Unknown,13,Afternoon,0.0,Neutral
W4N-7AlzK7s,The Chemical Mind: Crash Course Psychology #3,BAHHHHHH! Did I scare you? What exactly happens when we get scared? How does our brain make our body react? Just what ...,27,614,2014-02-17,23:59:45,5856699,83279,3930,en,CrashCourse,16100000,1598,2061431910,2006-05-20,US,45,1,Yes,Medium,Monday,February,1,2014,3989,1.4890469870485,11,10M+,1290007.45306633,6819,Education,English,United States,23,Night,0.0,Neutral
RRdm-UdP-cQ,How much does a PSYCHOLOGIST earn?,finance #money #india #entrepreneur #contentcreator #youtube #millionaire #educational #psychology #arts #humanities.,22,40,2023-03-21,06:44:35,7113981,184301,4844,Unknown,Broke Brothers,481000,563,254796202,2023-02-08,Unknown,34,0,Yes,Very Short,Tuesday,March,1,2023,670,2.6587785376429798,14,<1M,452568.742451154,711,People & Blogs,Unknown,Unknown,6,Morning,0.2,Positive
a3mkverLZvE,The psychology of attraction: Toxic Dating,"Hi Guys, For my High Value Man program https://www.sadiapsychology.com/high-value-man FOR ALL CONTENT AND ABILITY ...",22,778,2025-01-08,21:23:27,15617,909,51,en-GB,Sadia Psychology,827000,805,149639765,2021-12-09,AE,42,0,Yes,Medium,Wednesday,January,1,2025,11,6.147147339437789,16,<1M,185887.906832298,1137,People & Blogs,English (British),United Arab Emirates,21,Night,0.0,Neutral
ZU2hudY1lsw,Psychologist: “It Turns Out That Depression is Actually…” The TRUTH We ALL Have to Face!,"Get my NEW book, Make Money Easy! https://lewishowes.com/moneyyou Subscribe for more great content: ...",22,6867,2024-12-18,15:00:07,198751,9538,710,en,Lewis Howes,4200000,2442,595499170,2006-12-02,US,88,0,Yes,Very Long,Wednesday,December,4,2024,32,5.15620047194731,11,<10M,243857.153972153,6623,People & Blogs,English,United States,15,Afternoon,0.0,Neutral
LlksWIRrCcA,Psychology says girls mostly fall in love…💔 Quotes #shorts #motivation #psychologyfacts,Psychology says girls mostly fall in love…   Quotes #shorts #motivation #psychologyfacts @themotivationalinsights Have you ...,27,13,2024-04-26,10:30:07,1377895,0,1289,en-US,Motivational Insights,15400,1014,5181874,2023-08-28,IN,87,3,Yes,Very Short,Friday,April,2,2024,268,0.0935484924468119,21,<100k,5110.32938856015,510,Education,English (American),India,10,Morning,0.5,Positive
UVLDePK_XTY,Career options in psychology,Looking to a career in Psychology? Here are some options to keep in mind. @nataliachamova tells us about career paths you can ...,27,15,2022-06-23,05:00:33,131490,4588,48,en-GB,TC Global,3280,494,22525747,2013-07-18,IN,28,0,Yes,Very Short,Thursday,June,2,2022,941,3.52574340254011,9,<100k,45598.6781376518,4203,Education,English (British),India,5,Night,0.0,Neutral
wuhJ-GkRRQc,Psychological Disorders: Crash Course Psychology #28,"In this episode of Crash Course Psychology, Hank takes a look at how the treatment for psychological disorders has changed over ...",27,609,2014-08-25,18:28:39,3940017,53860,1421,en,CrashCourse,16100000,1598,2061431910,2006-05-20,US,52,1,Yes,Medium,Monday,August,3,2014,3800,1.40306501215603,11,10M+,1290007.45306633,6819,Education,English,United States,18,Evening,0.0,Neutral
MTHaITAeKbo,Mind Blowing Psychological Facts 🤯🧠 Amazing Facts | Human Psychology | Top 10 #HindiTVIndia #Shorts,Shorts Mind Blowing Psychological Facts Amazing Facts Random Facts Mind Blowing Facts in Hindi Hindi TV India Wild Facts ...,24,57,2022-02-23,03:30:08,14002030,1135066,915,Unknown,Hindi TV India,2670000,2252,1346618037,2017-03-27,IN,99,2,Yes,Very Short,Wednesday,February,1,2022,1061,8.11297361882527,14,<10M,597965.380550621,2855,Entertainment,Unknown,India,3,Night,0.275,Positive
p60_PVTROT4,Best Books On Human Psychology #shorts #manipulation #books,,22,14,2023-06-27,16:54:44,357694,33667,222,Unknown,Mastering Mind Control,336000,406,44245433,2023-06-20,US,59,3,No,Very Short,Tuesday,June,2,2023,572,9.47429926137983,22,<1M,108978.899014778,579,People & Blogs,Unknown,United States,16,Afternoon,0.5,Positive
6ka6cRZpMlw,Psychological facts about human behaviour | psychology facts | #psychology #facts #short #shorts,Psychological facts about human behaviour | psychology facts | Important Disclaimer --- Video is for educational purpose ...,27,47,2023-03-24,04:30:16,1410013,103337,234,hi,S2 gyan,361000,482,122416214,2021-09-07,IN,96,4,Yes,Very Short,Friday,March,1,2023,667,7.3453932694237505,7,<1M,253975.547717842,1230,Education,Hindi,India,4,Night,0.0,Neutral
voViMILpvws,Life Changing Anxiety Tip From A Psychologist,Subscribe to me @Dr Julie for more videos on mental health and psychology. #mentalhealth #anxiety #shorts Links below for ...,27,25,2023-11-26,17:29:59,2616424,138042,1461,en-GB,Dr Julie,1830000,203,383144726,2013-05-19,GB,45,0,Yes,Very Short,Sunday,November,4,2023,420,5.3318193075739995,8,<10M,1887412.44334975,4263,Education,English (British),United Kingdom,17,Afternoon,0.0,Neutral
QTtJG6ocgfM,How comparison destroys your mental health #psychology,Join this channel to get access to perks: https://www.youtube.com/channel/UCYeF244yNGuFefuFKqxIAXw/join Subscribe for ...,28,30,2024-09-06,16:29:50,1433244,54242,323,en,The Royal Institution,1620000,1369,240389035,2009-09-16,GB,54,1,Yes,Very Short,Friday,September,3,2024,135,3.80709774469664,21,<10M,175594.620160701,5604,Science & Technology,English,United Kingdom,16,Afternoon,-0.1,Negative
dxMHS_hoKoY,What a PR smear campaign can teach us about human psychology,THE CONNECTION COURSE: https://psychologywithdrana.learnworlds.com/course/the-connection-course ⏱️ GOAL GETTER ...,24,1231,2024-12-27,19:00:22,69014,5097,927,en,Psychology with Dr. Ana,522000,321,24246457,2020-04-15,US,60,0,Yes,Medium,Friday,December,4,2024,23,8.72866374938418,23,<1M,75534.1339563862,1740,Entertainment,English,United States,19,Evening,0.0,Neutral
BENtRBxSHho,psychology student?,"Hello, Souled Fam!  ~ Want to work as a Clinical Psychologist in India? To work as a clinical psychologist in India you must ...",27,12,2022-08-06,04:46:54,567506,13503,159,en-IN,Socially Souled,14700,354,6152449,2020-07-03,IN,19,0,Yes,Very Short,Saturday,August,3,2022,897,2.40737542862982,15,<100k,17379.7994350282,1661,Education,English (Indian),India,4,Night,0.0,Neutral
M95GJaV3ePQ,Psychology of Money in Tamil,The Psychology of money audio book in Tamil.,22,6743,2022-09-29,19:50:05,914292,31225,659,Unknown,TAMIL PECHU,31300,21,1002580,2022-09-26,Unknown,28,0,Yes,Very Long,Thursday,September,3,2022,843,3.4872885248913903,11,<100k,47741.9047619047,846,People & Blogs,Unknown,Unknown,19,Evening,0.0,Neutral
e1D_1MkFwN0,Carl Jung and the Psychology of Dreams - Messages from the Unconscious,Become a Supporting Member! ▻ http://academyofideas.com/members/ Access the transcript and art used in the video: ...,27,1047,2023-06-20,17:37:40,805252,21046,747,en,Academy of Ideas,1910000,237,124535718,2012-05-22,Unknown,70,0,Yes,Medium,Tuesday,June,2,2023,579,2.70635776129708,16,<10M,525467.164556962,4625,Education,English,Unknown,17,Afternoon,0.0,Neutral
pt4G8zet3E8,The Psychology Of Body Language,,27,128,2023-08-02,02:30:32,506260,20066,201,hi,Kishan Chotaliya,1210000,297,233718828,2016-12-25,IN,31,0,No,Short,Wednesday,August,3,2023,536,4.00327894757634,16,<10M,786932.08080808,2947,Education,Hindi,India,2,Night,0.0,Neutral
dGB1XBh12nY,How To Identify a Person With High Intelligence? #darkpsychology #psychologyfacts #psychology,,24,34,2024-04-15,11:31:53,1385994,112407,1080,en-US,Mastering Mind Control,336000,406,44245433,2023-06-20,US,93,3,No,Very Short,Monday,April,2,2024,279,8.18813068454841,22,<1M,108978.899014778,579,Entertainment,English (American),United States,11,Morning,0.16,Positive
O6DlRT9mk2Y,7 Mind Blowing Psychological Facts | Hindi Motivational thoughts | Motivated quotes,Namashkar Dosto Aapko aaj ki video me 7 mind blowing Psychological facts janne ko milege jo wakayi aapke dimag ko hila ...,27,374,2021-01-22,15:00:07,2293129,71785,798,zxx,Undiscovered Truth,1770000,805,179450830,2017-11-12,IN,83,0,Yes,Medium,Friday,January,1,2021,1458,3.16523841441105,18,<10M,222920.285714285,2625,Education,No Linguistic Content,India,15,Afternoon,0.0,Neutral
H9wq_y6K058,People who like to be alone.... Psychology Facts #shorts #psychologyfacts #subscribe,,27,12,2022-12-07,14:43:45,515089,33884,589,en,Daily Facts Worth,480000,5941,247363776,2021-10-01,US,84,3,No,Very Short,Wednesday,December,4,2022,774,6.692629817371359,17,<1M,41636.7237838747,1206,Education,English,United States,14,Afternoon,0.0,Neutral
zkAcYJz3ICA,Human Psychology In Bengali,human #psychology #educationalvideo.,27,136,2022-04-27,00:47:18,431699,8086,72,bn,স্বনিয়ন্ত্রিত জীবন,52200,153,3823330,2020-06-06,IN,27,0,Yes,Short,Wednesday,April,2,2022,998,1.88974262159513,19,<100k,24989.0849673202,1688,Education,Bengali,India,0,Night,0.0,Neutral
HWRAoT6q1Ek,Psychology Facts#shorts,,27,11,2022-09-07,15:49:41,3178230,90220,2770,Unknown,Limitless Real Factzz,27400,4171,13122640,2021-10-15,IN,23,1,No,Very Short,Wednesday,September,3,2022,865,2.92584237138281,21,<100k,3146.16159194437,1192,Education,Unknown,India,15,Afternoon,0.0,Neutral
PVcRsaVvgH0,How To Actually Socialize,Check out Dr. K's Guide to Mental Health: https://bit.ly/3ESAerp Full video: https://youtu.be/lrRtv9YXj-Q?t=3154 Our Healthy Gamer ...,27,57,2024-08-01,02:30:23,486752,48292,780,en-US,HealthyGamerGG,2810000,1718,540960352,2019-01-17,US,25,0,Yes,Very Short,Thursday,August,3,2024,171,10.0815199526658,14,<10M,314877.969732246,2194,Education,English (American),United States,2,Night,0.0,Neutral
Hp6zYGa6mew,13 psychological tricks that make people respect you.,Have you ever felt disrespected by people close to you? This video in this episode I go over 13 Psychological Tricks that make ...,22,1203,2024-03-26,19:43:33,1152221,75419,1545,en-US,natalie etched,222000,299,6923645,2019-03-24,Unknown,53,0,Yes,Medium,Tuesday,March,1,2024,299,6.67962135736113,14,<1M,23156.0033444816,2128,People & Blogs,English (American),Unknown,19,Evening,0.0,Neutral
kHAJmjQe-h8,Psychology of a Hero: WOLVERINE,Thank you Wildgrain for sponsoring. Visit https://wildgrain.com/CINEMATHERAPY and use code “CINEMATHERAPY” at checkout ...,1,1591,2024-12-06,16:00:44,176550,14753,832,en-US,Cinema Therapy,1740000,314,218581109,2019-11-06,US,31,0,Yes,Medium,Friday,December,4,2024,44,8.82752761257434,14,<10M,696118.181528662,1901,Film & Animation,English (American),United States,16,Afternoon,0.0,Neutral
3GChQ92tBqA,What it’s like living with Schizophrenia,What it's like living with Schizophrenia Hi I'm Michelle and I have Schizophrenia. I record schizophrenia psychosis episodes on a ...,29,11,2024-06-08,15:45:47,467226,11863,412,en,SchizophrenicNYC,68500,484,22941880,2016-04-23,US,40,0,Yes,Very Short,Saturday,June,2,2024,225,2.62720824611644,16,<100k,47400.5785123966,3193,Nonprofits & Activism,English,United States,15,Afternoon,0.0,Neutral
2Kcfhm-Ny1E,Psychology vs Law😏😲,,22,39,2024-07-12,21:48:13,6161757,236267,234,Unknown,Giggle Genius,16800,63,7211454,2024-06-02,CA,19,0,No,Very Short,Friday,July,3,2024,191,3.83820718668392,13,<100k,114467.523809523,231,People & Blogs,Unknown,Canada,21,Night,0.0,Neutral
inovS2f8ZeM,Master The Art Of Reading People! #psychology #manipulation #manipulationtactics,,22,32,2023-09-30,08:47:31,1883614,138237,585,Unknown,Mastering Mind Control,336000,406,44245433,2023-06-20,US,80,3,No,Very Short,Saturday,September,3,2023,477,7.3699813231373295,22,<1M,108978.899014778,579,People & Blogs,Unknown,United States,8,Morning,0.0,Neutral
fvlN_7NEoOw,4 Signs You&#39;re Super Attractive || Psychology Facts #shorts,,22,23,2022-06-15,20:13:52,2971525,154687,2084,en-US,Daily Facts,149000,2473,78075392,2021-12-13,US,63,2,No,Very Short,Wednesday,June,2,2022,949,5.27577590631073,11,<1M,31571.1249494541,1133,People & Blogs,English (American),United States,20,Evening,0.566666666666666,Positive
80dwYp7TiDQ,"Live For Yourself, Not For Others",psychology #personalgrowth #personaldevelopment The main lesson from the book The Courage to Be Disliked by Kishimi and ...,27,973,2024-11-15,19:55:10,792171,42771,1109,Unknown,Let's Talk Psychology - Podcast,34500,4,951616,2023-09-06,GB,33,0,Yes,Medium,Friday,November,4,2024,65,5.5392080750242,32,<100k,237904.0,501,Education,Unknown,United Kingdom,19,Evening,0.136363636363636,Positive
hFV71QPvX2I,Psychological Research: Crash Course Psychology #2,"So how do we apply the scientific method to psychological research? Lots of ways, but today Hank talks about case studies, ...",27,651,2014-02-11,00:33:06,6641954,91414,2446,en,CrashCourse,16100000,1598,2061431910,2006-05-20,US,50,1,Yes,Medium,Tuesday,February,1,2014,3995,1.4131383625962999,11,10M+,1290007.45306633,6819,Education,English,United States,0,Night,0.0,Neutral
F26pk10Y6Hw,Trading Psychology : Consistency,My Only REAL Social Accounts: IG: https://www.instagram.com/tori.trades/ FB: https://www.facebook.com/tori.trades Twitter: ...,27,32,2023-06-14,17:26:57,436278,26550,312,en-US,Tori Trades,318000,624,35122274,2009-09-16,US,32,0,Yes,Very Short,Wednesday,June,2,2023,585,6.15708332760304,11,<1M,56285.6955128205,5604,Education,English (American),United States,17,Afternoon,0.0,Neutral
wYZ7C435mps,Psychology Fact - Someone who stays in your mind no communication 💕 #shorts #facts #psychology #love,shorts #facts #phychologicalfacts #physchology #love #youtubeshorts #psychology #youtube #pixels #attraction.,27,14,2022-02-24,03:31:39,1313498,34898,760,Unknown,Psychologyfactzone,22500,269,8625936,2022-01-18,IN,100,4,Yes,Very Short,Thursday,February,1,2022,1060,2.7147357666323,18,<100k,32066.6765799256,1097,Education,Unknown,India,3,Night,0.5,Positive
qYvXk_bqlBk,"Who are you, really? The puzzle of personality | Brian Little | TED","Visit http://TED.com to get our entire library of TED Talks, transcripts, translations, personalized talk recommendations and more.",28,916,2016-07-19,16:56:54,12742365,307777,4560,en,TED,25600000,4938,2827312576,2006-12-06,US,67,0,Yes,Medium,Tuesday,July,3,2016,3106,2.45116977892251,3,10M+,572562.287565816,6619,Science & Technology,English,United States,16,Afternoon,0.00625,Positive
D4yHgNYrh2w,6  Powerful Psychological tricks that should be illegal //Robert Cialdini - PRE - suasion,6 manipulation tricks that should be illegal //Robert Cialdini - PRE - suasion Buy the book here: https://amzn.to/3uWr8ba.,22,1005,2022-12-17,14:00:06,3908826,66805,1790,en,LITTLE BIT BETTER,946000,101,53333839,2021-04-08,CZ,89,0,Yes,Medium,Saturday,December,4,2022,764,1.75487473732522,17,<1M,528057.811881188,1382,People & Blogs,English,Czech Republic,14,Afternoon,-0.0666666666666666,Negative
XoJLfRhp63Q,Are You Ready To Decode &quot;Human Dark Psychology&quot; With Real Example? | Rocky&#39;s Psychology From KGF! 🔥🔥,"What goes inside the mind of a ""WARRIOR""? What separates him from the masses instead of having the same starting point?",27,1736,2024-11-08,13:30:06,105851,6274,533,hi,Aditya Raj Kashyap,866000,877,183768230,2021-04-07,IN,114,1,Yes,Medium,Friday,November,4,2024,72,6.43073754617339,18,<1M,209541.881413911,1383,Education,Hindi,India,13,Afternoon,0.1,Positive
oZfpqW3Q9y8,Behavioral Patterns - Behavior Psychology Facts,"Welcome to the Psych 101 channel where we like to show you personality facets, random psychological facts, communicating ...",27,1311,2021-07-30,11:00:09,343329,7982,110,Unknown,Psych101,15400,107,660766,2015-04-23,US,47,0,Yes,Medium,Friday,July,3,2021,1269,2.35692295145472,8,<100k,6175.38317757009,3559,Education,Unknown,United States,11,Morning,0.0,Neutral
GG3FiaJSrCg,If you see someone in your dreams... | Psychology Facts about Dreams 😴 #shorts,If you see someone in your dreams.... | Psychology Facts about Dreams - youtube shorts #psychology #facts #psychologyfacts ...,27,12,2024-02-25,19:52:43,318558,18400,466,en,FACTS R US,191000,1689,84306799,2023-01-01,US,78,1,Yes,Very Short,Sunday,February,1,2024,329,5.92231242034417,10,<1M,49915.2155121373,749,Education,English,United States,19,Evening,0.0,Neutral
yErWT5o8ry4,Psychology of a Hero: BILBO BAGGINS,Go to https://zocdoc.com/CINEMATHERAPY and download the ZocDoc app for FREE. Then find and book a top-rated doctor ...,1,1693,2024-12-24,16:00:52,193589,14853,1061,en-US,Cinema Therapy,1740000,314,218581109,2019-11-06,US,35,0,Yes,Medium,Tuesday,December,4,2024,26,8.220508396654761,14,<10M,696118.181528662,1901,Film & Animation,English (American),United States,16,Afternoon,0.0,Neutral
sClC_uCtqys,RPSC 1st Grade 2025 | 1st Grade Psychology | सामान्य परिचय | 1st Grade Psychology By Newari Sir - 2,RPSC 1st Grade 2025 | 1st Grade Psychology | सामान्य परिचय | 1st Grade Psychology By Newari Sir - 2 1st grade ...,27,3427,2025-01-02,16:58:14,32383,3310,152,hi,NEWARI SIR ( RES ),402000,1742,176142559,2019-08-17,IN,99,0,Yes,Long,Thursday,January,1,2025,17,10.6907945526974,18,<1M,101115.131458094,1982,Education,Hindi,India,16,Afternoon,0.0,Neutral
LaVUX5bHz9Y,Top 5 Signs Of High Functioning Depression,Subscribe to me @Dr Julie for more videos on mental health and psychology. #mentalhealth #mentalhealthawareness ...,27,43,2023-08-26,15:00:16,2524987,156182,3654,en-GB,Dr Julie,1830000,203,383144726,2013-05-19,GB,42,0,Yes,Very Short,Saturday,August,3,2023,512,6.33017120484184,8,<10M,1887412.44334975,4263,Education,English (British),United Kingdom,15,Afternoon,0.33,Positive
VP1R8hhGfBU,Apni Personality Test Karo | Hindi Psychology Facts | Psychology Status | The Official Geet #shorts,Aap apni muthi kaise band karte hain? Aur kya experts sahi hain aapke baare me? The Official Geet provides relationship advice ...,27,52,2021-05-08,08:30:03,18002492,640327,17032,hi,The Official Geet,1410000,3220,554443142,2014-07-05,IN,99,1,Yes,Very Short,Saturday,May,2,2021,1352,3.65148891609006,17,<10M,172187.311180124,3851,Education,Hindi,India,8,Morning,0.0,Neutral
4hG9wI5-_Lc,8 Psychological Tricks That Actually Work,"What psychological tricks actually do work? Well, there are a lot of sneaky tricks out there that may have been used on you.",27,555,2021-02-22,16:57:41,5415247,252761,5982,en-GB,Psych2Go,12500000,3245,1883886098,2014-10-05,US,41,0,Yes,Medium,Monday,February,1,2021,1427,4.778046135291699,8,10M+,580550.41540832,3759,Education,English (British),United States,16,Afternoon,0.0,Neutral
WLh6vvQB9tE,The Mass Psychology of Trumpism,What explains Donald Trump's enduring appeal among his supporters? What drives the intense emotional connection that his ...,25,847,2024-03-28,14:30:11,595449,22318,6401,en,New Lines Magazine,16700,332,7658616,2021-05-14,US,31,0,Yes,Medium,Thursday,March,1,2024,297,4.82308308520125,18,<100k,23068.1204819277,1346,News & Politics,English,United States,14,Afternoon,0.0,Neutral
2EEYUPteS2g,Top 3 Psychology Facts 🤯 | Psychological Facts In Hindi | Human Psychology #shorts #youtubeshorts,Top 3 Psychology Facts | Psychological Facts In Hindi | Human Psychology #shorts #youtubeshorts #shortvideo ...,27,22,2023-04-30,03:30:01,1846246,102944,122,hi,Knowledge Facts,113000,1623,37792230,2016-02-24,IN,97,2,Yes,Very Short,Sunday,April,2,2023,630,5.58246300872148,15,<1M,23285.4158964879,3252,Education,Hindi,India,3,Night,0.166666666666666,Positive
_5ecgEXLoCA,The Psychology of Money in 20 minutes,This video was inspired by Morgan Housel's amazing book “The Psychology of Money” I hope this short video inspires you to put ...,27,1236,2023-09-13,17:11:33,4150892,138998,2831,en,Escaping Ordinary (B.C Marx),1530000,15,55448699,2018-01-12,Unknown,37,0,Yes,Medium,Wednesday,September,3,2023,494,3.41683185204529,29,<10M,3696579.93333333,2564,Education,English,Unknown,17,Afternoon,0.0,Neutral
UhBisEI0guw,Psychiatrist Vs. Psychologist: What Are The Differences? Dr. Samir Parikh Reveals #shorts,Watch The Full Episode Here:- https://youtu.be/MFyEwdpC5pM Check out my Mind Performance app: Level SuperMind Android ...,22,50,2024-06-28,15:45:01,221715,7728,50,en,BeerBiceps,8250000,2941,2279309988,2014-12-21,IN,89,1,Yes,Very Short,Friday,June,2,2024,205,3.5081072548091,10,<10M,775011.896633798,3682,People & Blogs,English,India,15,Afternoon,0.0,Neutral
5R2Th9BSWb4,6 Simple Psychology Tricks! #manipulation #darkpsychology,,24,56,2024-03-25,15:30:02,1783541,126113,483,en-US,Mastering Mind Control,336000,406,44245433,2023-06-20,US,57,2,No,Very Short,Monday,March,1,2024,300,7.09801456764941,22,<1M,108978.899014778,579,Entertainment,English (American),United States,15,Afternoon,0.0,Neutral
MnV0-Z6Ft9s,How much does a PSYCHOLOGIST make?,Teaching #learning #facts #support #goals #like #nonprofit #career #educationmatters #technology #newtechnology ...,22,60,2023-05-15,10:05:23,2140897,114146,959,Unknown,Broke Brothers,481000,563,254796202,2023-02-08,Unknown,34,0,Yes,Very Short,Monday,May,2,2023,615,5.3764847164529606,14,<1M,452568.742451154,711,People & Blogs,Unknown,Unknown,10,Morning,0.2,Positive
k23x5kP7dAY,"When you stop trying, it happens | The psychology of the flow state",The philosophy of flow: https://youtu.be/JtGtqmC5wU4 Wu wei: https://youtu.be/g0rhN8U14dk What's happening in our brain when ...,27,1276,2023-11-10,14:00:35,1038791,29165,898,en,Einzelgänger,2320000,301,232531597,2018-11-28,NL,67,0,Yes,Medium,Friday,November,4,2023,436,2.89403739539522,12,<10M,772530.222591362,2244,Education,English,Netherlands,14,Afternoon,0.0,Neutral
